"","OPEID6","INSTNM","STATE","CONTROL","NOTWORKING","WORKING","MEAN_EARNINGS","MEDIAN_EARNINGS","PERCENT10_EARNINGS","PERCENT25_EARNINGS","PERCENT75_EARNINGS","PERCENT90_EARNINGS","MEDIAN_DEBT","NUM_DEBT","TUITION","DEFAULT2","YEAR"
"4396",22418,"American Career College-Los Angeles","CA",3,376,1657,34300,33200,7100,17700,46100,60200,8732,6945,NA,0.077,2009
"4397",1232,"American River College","CA",1,761,2135,35300,30200,4500,13600,49800,70600,4750,2641,10198,0.142,2009
"4398",11121,"Everest College-Hayward","CA",3,148,692,22900,20800,4600,12200,31000,41000,9500,1009,NA,0.205,2009
"4399",1113,"Antelope Valley College","CA",1,489,1167,35000,29600,4200,13100,47300,71600,5131,2393,11364,0.159,2009
"4400",1116,"Art Center College of Design","CA",2,93,517,58300,49400,6800,22400,83400,110700,19125,741,52008,0.024,2009
"4401",9022,"Associated Technical College-Los Angeles","CA",3,254,576,25000,20000,2900,10200,34400,48900,3500,717,NA,0.052,2009
"4402",25535,"Associated Technical College-San Diego","CA",3,205,428,24900,20400,1100,7300,36200,53400,3500,257,NA,0,2009
"4403",1117,"Azusa Pacific University","CA",2,189,1645,56500,53800,10700,30700,73200,98500,13203.5,3260,38918,0.014,2009
"4404",1118,"Bakersfield College","CA",1,504,1968,35400,29900,5600,15200,49500,71300,4500,779,6710,0.139,2009
"4405",1121,"Bethany University","CA",2,66,244,42000,38700,4600,19600,55500,74800,12095,268,28350,0.061,2009
"4406",1122,"Biola University","CA",2,147,844,47700,41200,6200,20300,63100,89200,13750,2014,38702,0.015,2009
"4407",1123,"Brooks Institute","CA",3,56,221,37000,30700,3800,11100,50200,76500,21128,950,58535,0.044,2009
"4408",8073,"Butte College","CA",1,668,2003,35800,30200,4500,13600,49500,73100,4500,2146,9648,0.187,2009
"4409",1124,"Cabrillo College","CA",1,303,951,37500,31100,5100,15300,51200,76700,4500,639,10640,0.072,2009
"4410",1125,"California Baptist University","CA",2,117,747,45500,43800,6800,22200,63400,81200,13000,2168,34776,0.039,2009
"4411",1127,"California College of the Arts","CA",2,75,346,37300,31000,5000,13200,53800,78900,17125,646,45609,0.044,2009
"4412",1131,"California Institute of Technology","CA",2,19,113,103600,90200,25300,54400,118000,177500,6125,65,48990,0,2009
"4413",1133,"California Lutheran University","CA",2,52,688,58300,55300,16300,32200,77300,102100,12338,1101,40789,0.014,2009
"4414",1143,"California Polytechnic State University-San Luis Obispo","CA",1,351,3507,65600,61400,14000,37200,86200,110900,11958,4677,18978,0.012,2009
"4415",11117,"Alliant International University-San Diego","CA",2,41,290,60300,52400,7800,31700,81100,111800,2000,409,NA,0.027,2009
"4416",7993,"California State University-Bakersfield","CA",1,185,1349,51100,51500,11200,29600,66800,86800,7199,2650,13574,0.034,2009
"4417",1157,"California State University-Stanislaus","CA",1,192,1615,46100,45500,10300,26700,60700,77300,8500,2705,13718,0.052,2009
"4418",1142,"California State University-San Bernardino","CA",1,502,3132,51100,51200,10800,29400,67900,85300,11000,6408,15194,0.033,2009
"4419",1144,"California State Polytechnic University-Pomona","CA",1,491,3840,57700,54900,14000,34200,77700,99800,10500,4501,13386,0.022,2009
"4420",1146,"California State University-Chico","CA",1,515,3951,52700,48300,11800,28100,69500,95500,10000,5352,17376,0.031,2009
"4421",1141,"California State University-Dominguez Hills","CA",1,323,2177,51200,49900,11800,28700,69200,86500,6104,4692,9400,0.038,2009
"4422",1147,"California State University-Fresno","CA",1,490,3945,48700,46600,10600,26900,64000,85200,10055,5846,14115,0.031,2009
"4423",1137,"California State University-Fullerton","CA",1,779,5316,51600,48900,11100,29400,68400,89300,10000,8254,12177,0.04,2009
"4424",1138,"California State University-East Bay","CA",1,305,2064,55800,51600,10400,30800,73500,101100,9000,4095,15071,0.04,2009
"4425",1139,"California State University-Long Beach","CA",1,711,5587,53100,50600,12000,30300,70700,92900,9000,8280,13999,0.027,2009
"4426",1140,"California State University-Los Angeles","CA",1,454,3584,50100,48300,11800,28800,66600,86700,5500,5122,11472,0.021,2009
"4427",1153,"California State University-Northridge","CA",1,854,5790,50100,47600,10400,26400,66800,88300,8281.5,9948,16759,0.029,2009
"4428",1150,"California State University-Sacramento","CA",1,720,5138,52900,50500,12600,31400,68700,92700,10408,8525,17102,0.036,2009
"4429",1312,"University of California-Berkeley","CA",1,647,4445,74600,64000,14100,39000,96600,136800,12312.5,7412,26275,0.011,2009
"4430",1313,"University of California-Davis","CA",1,493,4628,67000,59300,15600,39300,87400,119200,10000,8067,24599,0.015,2009
"4431",1314,"University of California-Irvine","CA",1,484,4051,62500,57500,16100,36300,82000,107400,11633.5,6502,23283,0.008,2009
"4432",1315,"University of California-Los Angeles","CA",1,800,6094,70500,60300,13200,37300,90100,129200,11523,8705,24725,0.019,2009
"4433",1316,"University of California-Riverside","CA",1,393,3407,55400,53400,13400,32900,71800,95300,11168,6077,23036,0.015,2009
"4434",1317,"University of California-San Diego","CA",1,365,3224,67500,60700,15800,39500,86200,118400,13394.5,6880,23433,0.019,2009
"4435",1320,"University of California-Santa Barbara","CA",1,441,4166,61500,55400,13700,34000,79100,108700,11694,5983,26336,0.009,2009
"4436",1321,"University of California-Santa Cruz","CA",1,346,2574,50100,46500,9700,25500,65800,91600,11625,4985,25875,0.014,2009
"4437",22202,"Le Cordon Bleu College of Culinary Arts-San Francisco","CA",3,114,649,41100,37800,7800,20400,56500,76200,9916,1052,35933,0.024,2009
"4438",1132,"California Institute of the Arts","CA",2,76,284,46300,31700,5300,13100,57800,101500,18187.5,416,48784,0.041,2009
"4439",1134,"The California Maritime Academy","CA",1,8,172,86600,78400,22800,46800,108700,150600,14412,322,18466,0.015,2009
"4440",6973,"Canada College","CA",1,65,166,35100,31500,2600,9700,51400,72100,4750,110,9772,0,2009
"4441",8903,"College of the Canyons","CA",1,120,466,43800,35100,6300,17400,56700,83200,4750,1051,10830,0.121,2009
"4442",21250,"Career Academy of Beauty","CA",3,54,110,20100,16300,2900,7800,27700,38600,4326,239,NA,0.177,2009
"4443",6731,"Casa Loma College-Van Nuys","CA",2,41,250,45700,43200,9300,24300,61300,83600,11563.5,750,NA,0.119,2009
"4444",23328,"CET-San Diego","CA",2,632,1809,26000,23100,3800,10800,36300,50000,4293,4059,NA,0.183,2009
"4445",23328,"CET-Sobrato","CA",2,632,1809,26000,23100,3800,10800,36300,50000,4293,4059,NA,0.183,2009
"4446",23328,"CET-El Centro","CA",2,632,1809,26000,23100,3800,10800,36300,50000,4293,4059,NA,0.183,2009
"4447",23328,"CET-San Bernardino","CA",2,632,1809,26000,23100,3800,10800,36300,50000,4293,4059,NA,0.183,2009
"4448",23328,"CET-Watsonville","CA",2,632,1809,26000,23100,3800,10800,36300,50000,4293,4059,NA,0.183,2009
"4449",23328,"CET-Gilroy","CA",2,632,1809,26000,23100,3800,10800,36300,50000,4293,4059,NA,0.183,2009
"4450",23328,"CET-Salinas","CA",2,632,1809,26000,23100,3800,10800,36300,50000,4293,4059,NA,0.183,2009
"4451",1161,"Cerritos College","CA",1,800,3280,36700,32600,7000,16700,49400,70500,3500,771,7041,0.104,2009
"4452",10111,"Cerro Coso Community College","CA",1,306,555,32300,24100,3500,10800,44600,70500,3500,123,7861,0.136,2009
"4453",1162,"Chabot College","CA",1,484,1562,41000,34400,4400,14600,56100,80200,4750,636,11080,0.137,2009
"4454",1163,"Chaffey College","CA",1,280,1119,35300,32300,4900,15500,50200,68700,3500,481,10057,0.116,2009
"4455",1164,"Chapman University","CA",2,288,2499,55800,55100,10700,31400,73300,94900,15375,5395,47735,0.018,2009
"4456",10365,"Charles R Drew University of Medicine and Science","CA",2,33,178,76100,69500,12300,35700,112300,138000,18000,184,NA,0.039,2009
"4457",20705,"Concordia University-Irvine","CA",2,75,442,46600,43800,8000,24000,67100,82500,12250,873,36260,0.018,2009
"4458",12031,"San Diego Christian College","CA",2,44,227,39800,37800,5000,17000,54500,72000,12000,295,33256,0.051,2009
"4459",1166,"Citrus College","CA",1,323,1159,35000,31100,4300,14100,48600,69600,4750,496,7387,0.127,2009
"4460",4502,"City College of San Francisco","CA",1,278,673,44600,36400,5800,17500,61900,94200,4750,1867,8028,0.104,2009
"4461",1170,"Claremont McKenna College","CA",2,30,206,75700,64500,16200,41000,99400,132200,6500,137,50990,0.012,2009
"4462",24973,"Milan Institute-Visalia","CA",3,316,839,29600,27900,3100,11200,43000,55900,7614,1320,NA,0.152,2009
"4463",21474,"Cleveland Chiropractic College of Los Angeles","CA",2,31,100,41300,29300,5700,11900,54800,84400,10500,139,35201,0.082,2009
"4464",20635,"Coastline Community College","CA",1,113,252,33900,27200,3500,10000,50400,70400,3550,347,13595,0.064,2009
"4465",7296,"Coleman University","CA",2,259,1356,57700,54900,10900,31300,78800,102600,11249,530,39484,0.094,2009
"4466",24827,"Western University of Health Sciences","CA",2,12,301,133100,132600,51400,95800,156100,204500,3000,175,NA,0.004,2009
"4467",1197,"El Camino College-Compton Center","CA",1,442,1805,36300,31800,5500,14600,50100,70100,3750,802,12246,0.128,2009
"4468",7229,"Western Beauty Institute","CA",3,89,205,20200,17800,4200,10200,28900,36100,5398.5,970,NA,0.071,2009
"4469",1190,"Contra Costa College","CA",1,270,704,35600,29500,3800,12100,49300,78000,3250,167,13496,0.046,2009
"4470",7536,"Cosumnes River College","CA",1,417,1101,34400,31200,4700,14100,48000,64500,4500,639,9396,0.063,2009
"4471",9272,"Crafton Hills College","CA",1,212,588,37300,31100,3300,14700,50600,77100,2243.5,30,10181,0.05,2009
"4472",1192,"Cuesta College","CA",1,288,940,40400,34500,5400,16900,56700,82300,4500,802,12796,0.052,2009
"4473",21113,"Cuyamaca College","CA",1,203,521,31800,27600,3400,11300,44400,64100,3500,178,7085,0.133,2009
"4474",21746,"Marinello Schools of Beauty","CA",3,163,380,18400,16400,3200,9900,24500,35500,7653,234,NA,0.128,2009
"4475",1193,"Cypress College","CA",1,410,1383,39500,34700,6400,16500,53000,79000,4750,827,5910,0.073,2009
"4476",4480,"De Anza College","CA",1,318,1208,49500,43400,7000,18200,70300,101000,4500,1120,7141,0.127,2009
"4477",1182,"College of the Desert","CA",1,375,1233,35400,31700,6200,16100,48800,68400,3500,236,10208,0.101,2009
"4478",22980,"Design Institute of San Diego","CA",3,52,127,30700,19400,1900,7800,43100,74700,25000,207,26118,0.032,2009
"4479",10727,"DeVry University-California","CA",3,1906,14444,49300,46000,10800,26700,66800,87900,9500,70254,27880,0.102,2009
"4480",1191,"Diablo Valley College","CA",1,268,792,43800,38500,4900,16600,60100,86100,3500,319,12907,0.024,2009
"4481",1196,"Dominican University of California","CA",2,72,417,56600,53100,8600,29000,75000,109000,15000,686,48730,0.057,2009
"4482",22260,"East Los Angeles College","CA",1,397,2006,38200,33800,8600,19900,51800,71200,4500,417,10445,0.062,2009
"4483",1197,"El Camino Community College District","CA",1,442,1805,36300,31800,5500,14600,50100,70100,3750,802,9250,0.128,2009
"4484",9032,"Empire College","CA",3,178,638,41300,37200,5800,20100,56500,79300,9577.5,594,NA,0.163,2009
"4485",12452,"Evergreen Valley College","CA",1,272,963,40300,35800,6300,15300,55000,79700,5000,164,12750,0.089,2009
"4486",11112,"Fashion Institute of Design & Merchandising-Los Angeles","CA",3,544,2044,39000,34100,5300,16000,54300,78100,8000,4915,34474,0.058,2009
"4487",11112,"Fashion Institute of Design & Merchandising-San Francisco","CA",3,544,2044,39000,34100,5300,16000,54300,78100,8000,4915,33896,0.058,2009
"4488",11112,"Fashion Institute of Design & Merchandising-Orange County","CA",3,544,2044,39000,34100,5300,16000,54300,78100,8000,4915,33985,0.058,2009
"4489",8597,"Feather River Community College District","CA",1,59,159,35500,33100,2900,14700,51100,70400,4500,442,12370,0.162,2009
"4490",7253,"Federico Beauty Institute","CA",3,58,191,23700,18300,2700,8300,35900,48200,6332,350,NA,0.03,2009
"4491",1199,"Foothill College","CA",1,102,429,57900,47000,7200,24600,80700,115600,4500,615,9429,0.098,2009
"4492",1307,"Fresno City College","CA",1,1340,4603,32400,28300,4800,14200,43600,63000,3500,2074,9911,0.164,2009
"4493",1253,"Fresno Pacific University","CA",2,80,532,46200,45000,7100,22900,58500,81700,12791,1223,33378,0.04,2009
"4494",1201,"Fullerton College","CA",1,368,1540,38800,35200,5400,16400,53700,75700,4100,977,5110,0.1,2009
"4495",12027,"Galen College of Medical and Dental Assistants","CA",3,178,640,26500,25900,4800,12800,35800,46700,6949,253,NA,0.071,2009
"4496",1202,"Gavilan College","CA",1,119,395,33600,29600,4700,12400,46300,67900,4500,273,10936,0.088,2009
"4497",22319,"Gemological Institute of America-Carlsbad","CA",2,37,110,42600,35000,7100,15800,59400,88800,8250,135,NA,0.038,2009
"4498",1203,"Glendale Community College","CA",1,528,2079,38000,33700,6900,14800,53000,74700,4500,384,6977,0.082,2009
"4499",23385,"Glendale Career College","CA",3,473,1618,34900,30900,5600,15500,47800,67300,8000,417,NA,0.172,2009
"4500",1205,"Golden Gate University-San Francisco","CA",2,42,190,68600,69600,13400,40400,86500,120200,10450,300,17160,0.014,2009
"4501",1206,"Golden West College","CA",1,474,1306,38000,30000,5400,12500,53100,79200,3633,585,8434,0.116,2009
"4502",1208,"Grossmont College","CA",1,570,1969,38700,32600,4300,14700,52200,76000,3500,828,6043,0.101,2009
"4503",1209,"Hartnell College","CA",1,259,1103,36600,31500,6100,16000,51300,68500,3500,123,12066,0.113,2009
"4504",1171,"Harvey Mudd College","CA",2,15,174,85500,83200,17700,47100,115900,149800,14463,196,50306,0,2009
"4505",7477,"Heald College-Rancho Cordova","CA",3,201,673,35700,34700,6100,16000,49900,66300,7000,1409,23099,0.088,2009
"4506",8093,"Heald College-Fresno","CA",3,174,670,35300,32400,5300,17600,48400,65800,7501,1965,21977,0.152,2009
"4507",25932,"Heald College-San Jose","CA",3,267,1252,49200,46400,8500,26100,66300,89300,7850.5,1736,23327,0.093,2009
"4508",7234,"Heald College-San Francisco","CA",3,548,2763,44100,40400,9100,24000,60700,80200,6335,4434,23720,0.108,2009
"4509",21875,"Heald College-Concord","CA",3,180,818,50700,47700,9300,28100,68500,92000,8500,1822,21155,0.072,2009
"4510",1183,"Holy Names University","CA",2,32,193,64000,56300,16000,36800,80200,114800,11125,432,39268,0.05,2009
"4511",1149,"Humboldt State University","CA",1,368,1908,41300,39100,7600,19900,54900,75900,10528,3142,16629,0.042,2009
"4512",1212,"Humphreys College-Stockton and Modesto Campuses","CA",2,109,350,36200,32700,4600,17100,49800,68800,9500,543,18912,0.087,2009
"4513",21283,"Institute for Business and Technology","CA",3,200,623,40100,36000,4100,14600,53600,76100,8963,1880,NA,0.283,2009
"4514",23124,"LA College International","CA",3,39,175,44600,40200,9600,23400,60900,80600,5062,763,NA,0.156,2009
"4515",25395,"Irvine Valley College","CA",1,223,621,39800,34300,5100,15100,54500,81000,4687.5,324,12423,0.12,2009
"4516",22916,"ITT Technical Institute-National City","CA",3,125,740,44600,42800,8700,23700,60800,82000,9500,1904,25211,0.114,2009
"4517",22915,"ITT Technical Institute-San Dimas","CA",3,179,950,42800,40900,6500,21200,58800,79400,15457,1665,25078,0.095,2009
"4518",23219,"ITT Technical Institute-Orange","CA",3,145,823,48300,43700,10700,27300,65900,87500,9500,1479,24958,0.093,2009
"4519",12026,"Bellus Academy-El Cajon","CA",3,61,155,22800,16900,2600,7600,33500,50100,7750,181,NA,0.139,2009
"4520",1326,"Jesuit School of Theology of Santa Clara University","CA",2,103,1032,79100,70200,20500,47300,101500,135000,13010,1290,NA,0.002,2009
"4521",1308,"Reedley College","CA",1,596,2243,30200,26100,5100,13300,41700,59800,3500,691,8738,0.157,2009
"4522",22706,"Life Pacific College","CA",2,47,184,34600,30600,4700,15900,46900,65300,10625,250,22382,0.079,2009
"4523",23276,"Argosy University-The Art Institute of California-San Diego","CA",3,60,254,37600,34100,4500,14000,52600,69500,11000,2920,35764,0.064,2009
"4524",1216,"University of La Verne","CA",2,193,1395,57300,56400,11500,33000,74100,97100,13000,2906,38825,0.018,2009
"4525",12907,"Lake Tahoe Community College","CA",1,50,114,35100,25800,6000,13000,52000,74700,4000,77,9571,0.029,2009
"4526",1266,"Laney College","CA",1,486,1113,33400,27000,3500,11100,46900,69000,3500,35,10175,0.096,2009
"4527",1217,"Lassen Community College","CA",1,121,274,31800,26800,2200,9500,47600,68700,3500,254,14084,0.207,2009
"4528",1215,"La Sierra University","CA",2,71,349,57200,51000,10600,27400,77200,103100,10125,874,34076,0.03,2009
"4529",1218,"Loma Linda University","CA",2,54,617,82100,74800,21400,47200,99300,141200,14000,912,NA,0.005,2009
"4530",1219,"Long Beach City College","CA",1,1402,4346,33600,29700,5100,13900,46800,65300,3500,1640,9819,0.108,2009
"4531",1224,"Los Angeles Harbor College","CA",1,312,1166,35900,30900,5700,15100,49900,73100,3500,215,9137,0.136,2009
"4532",1226,"Los Angeles Pierce College","CA",1,285,972,40600,34500,4900,14100,56700,81600,4500,712,10863,0.056,2009
"4533",1228,"Los Angeles Valley College","CA",1,415,1424,38700,32000,6300,14100,52200,79200,3500,448,11219,0.055,2009
"4534",1220,"The Master's College and Seminary","CA",2,82,346,50000,43300,7600,24100,69400,95000,11000,593,34147,0.011,2009
"4535",1223,"Los Angeles City College","CA",1,842,1703,33300,27500,5400,12100,46100,66200,3500,868,11700,0.119,2009
"4536",12550,"Los Angeles Mission College","CA",1,165,582,34000,31900,5700,16200,46700,63500,4000,172,10941,0.093,2009
"4537",10340,"Los Medanos College","CA",1,200,464,38700,32900,4000,12300,52300,86300,3500,108,13066,0.133,2009
"4538",7236,"Argosy University-The Art Institute of California-San Francisco","CA",3,32,170,39200,35600,4800,15000,58300,77400,9616.5,5326,35858,0.041,2009
"4539",11649,"Loyola Marymount University","CA",2,146,1330,64500,56200,15100,34300,83600,115700,14144.5,2132,48922,0.014,2009
"4540",25464,"MTI Business College Inc","CA",3,84,162,24100,24600,1500,7900,35300,47000,7500,231,NA,0.017,2009
"4541",12912,"MTI College","CA",3,250,839,44600,42200,7400,21000,63300,84200,8255.5,1274,NA,0.124,2009
"4542",23519,"Brightwood College-Sacramento","CA",3,65,163,34600,25400,2500,10800,43600,59900,8104,2617,NA,0.163,2009
"4543",20917,"Brightwood College-San Diego","CA",3,322,1318,41500,35600,6800,19600,54300,83300,9500,1972,NA,0.109,2009
"4544",25490,"Brightwood College-Vista","CA",3,282,766,33000,31800,7100,16100,42500,59500,7835,3082,NA,0.139,2009
"4545",1178,"College of Marin","CA",1,197,544,42800,34300,3500,14000,55200,90100,5250,462,15903,0.128,2009
"4546",7476,"Marinello Schools of Beauty-Los Angeles","CA",3,259,655,18600,14600,3700,8700,24800,37900,6345.5,3536,NA,0.172,2009
