"","OPEID6","INSTNM","STATE","CONTROL","NOTWORKING","WORKING","MEAN_EARNINGS","MEDIAN_EARNINGS","PERCENT10_EARNINGS","PERCENT25_EARNINGS","PERCENT75_EARNINGS","PERCENT90_EARNINGS","MEDIAN_DEBT","NUM_DEBT","TUITION","DEFAULT2","YEAR"
"12198",22171,"Pima Medical Institute-Seattle","WA",3,1041,3513,29200,27600,4300,14300,39100,53300,7500,12935,NA,0.059,2011
"12199",25459,"Hypnosis Motivation Institute","CA",2,103,142,31100,18200,1900,7100,48800,78600,9500,236,NA,0.092,2011
"12200",25703,"Los Angeles ORT College-Los Angeles Campus","CA",2,576,1241,29700,22900,4600,10400,39400,63700,5908,436,NA,0.111,2011
"12201",12873,"Everest College-West Los Angeles","CA",3,738,2124,29800,26000,4300,12700,40400,59000,9500,5089,29285,0.096,2011
"12202",30665,"Southeastern Technical College","GA",1,165,526,24700,22000,4900,12500,32400,44600,3000,268,8354,NA,2011
"12203",7329,"ITT Technical Institute-Albuquerque","NM",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,28016,0.164,2011
"12204",21005,"Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando","FL",3,873,3060,35900,33800,7100,18700,47600,64200,16000,12033,NA,0.114,2011
"12205",5594,"Erwin Technical College","FL",1,223,597,29400,26000,4700,12800,40800,57200,2625,33,16217,0.125,2011
"12206",30663,"Bryan University","MO",3,53,148,26300,24100,2900,11600,37300,51700,9500,911,27685,0.207,2011
"12207",30198,"PCI Health Training Center","TX",3,123,540,25100,24700,5400,13100,34500,42200,5500,1542,NA,0.183,2011
"12208",9058,"Bethel Seminary of the East","MD",2,132,1038,48700,44000,11700,28200,64200,88000,17375,1981,NA,0.023,2011
"12209",21521,"Miami-Jacobs Career College-Columbus","OH",3,301,1167,25700,23900,4600,12100,34900,49900,14827,1805,20830,NA,2011
"12210",2678,"Bryant & Stratton College-Eastlake","OH",3,417,1344,24100,22300,2600,10100,34700,46900,7634,20356,21928,0.198,2011
"12211",23410,"Fortis College-Mobile","AL",3,191,744,22300,20400,4900,11700,30300,40300,5815,2707,14060,0.068,2011
"12212",30723,"Everest College-Ontario","CA",3,271,697,27200,24800,3700,11100,38900,52400,9500,3747,NA,0.061,2011
"12213",25933,"Heald College-Stockton","CA",3,179,614,32500,31200,4100,14000,45900,60300,9500,2556,26226,0.08,2011
"12214",8532,"Heald College-Hayward","CA",3,307,1247,41700,39400,7100,19200,57600,78000,8976,3163,23940,0.055,2011
"12215",30634,"Modern Technology School","CA",3,47,192,42600,35100,7000,17200,59400,89200,10098,231,NA,0.076,2011
"12216",21283,"National Career Education","CA",3,215,641,38100,35500,4600,16900,55100,71900,9202,1611,NA,0.09,2011
"12217",11107,"Everest College-Anaheim","CA",3,283,773,26900,26200,4200,12400,37600,49000,9500,1125,24602,0.106,2011
"12218",11707,"North-West College-Glendale","CA",3,209,630,27400,26800,4700,12700,38700,50500,6662.5,384,NA,0.006,2011
"12219",12873,"Everest College-City of Industry","CA",3,738,2124,29800,26000,4300,12700,40400,59000,9500,5089,29434,0.096,2011
"12220",30399,"Fremont College","CA",3,74,223,37100,32600,4200,12200,52300,69900,12209.5,542,NA,0.099,2011
"12221",20988,"University of Phoenix-Online Campus","AZ",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,21759,0.179,2011
"12222",20988,"University of Phoenix-San Diego Campus","CA",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,27294,0.179,2011
"12223",30063,"IBMC College","CO",3,92,277,26800,25200,4400,11900,36900,49500,12563,1470,21154,0.069,2011
"12224",30274,"Xenon International Academy-Denver","CO",3,45,100,26000,23200,3100,12600,39000,49100,10143,197,NA,0.053,2011
"12225",30032,"Everest Institute-Fort Lauderdale","FL",3,231,878,30300,27900,7800,15200,39500,54900,9500,1671,27114,0.061,2011
"12226",7329,"ITT Technical Institute-Lake Mary","FL",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,26564,0.164,2011
"12227",30358,"Heritage Institute-Jacksonville","FL",3,53,135,23300,21400,3400,10400,33100,45100,14091,496,NA,0.133,2011
"12228",10319,"Fortis College-Smyrna","GA",3,300,1181,28000,27500,6400,14900,37500,48600,7739,5010,26554,0.059,2011
"12229",26055,"Remington College-Honolulu Campus","HI",2,439,1772,30000,26200,5100,14100,39400,58400,9498,6146,24533,0.062,2011
"12230",26092,"Vatterott College-Des Moines","IA",3,40,265,36300,34200,9300,21000,47800,61900,15691,3031,21353,0.145,2011
"12231",40513,"Brown Mackie College-Quad Cities","IA",3,87,422,29100,25200,6200,15200,39500,53800,6334,30193,29398,0.149,2011
"12232",25561,"Environmental Technical Institute-Blue Island","IL",3,138,588,41700,37900,7600,19500,57900,80400,9379,627,NA,0.078,2011
"12233",10836,"Pivot Point Academy-Bloomingdale","IL",3,103,396,26500,22000,3900,10600,38000,53500,9500,714,NA,0.063,2011
"12234",30313,"Xenon International Academy-Kansas City","KS",3,78,227,22600,19400,3100,10800,30400,42200,9833,147,NA,0.038,2011
"12235",21816,"Rob Roy Academy-Worcester","MA",3,70,182,19400,15100,2400,7500,27500,42600,5500,388,NA,0.18,2011
"12236",34933,"All-State Career-Baltimore","MD",3,100,258,33900,32900,6800,15600,48100,61800,6333,4430,NA,0.122,2011
"12237",23471,"New England School of Communications","ME",2,15,119,29100,27200,7300,16000,38800,52500,12701,340,21481,0.084,2011
"12238",21004,"Everest Institute-Kalamazoo","MI",3,441,1370,24400,22900,4600,12100,32100,44100,9500,3515,NA,0.079,2011
"12239",22443,"Academy of Hair Design-Jackson","MS",3,45,130,19300,16100,2100,9300,26300,32400,3500,27,NA,0,2011
"12240",12461,"Lincoln Technical Institute-Moorestown","NJ",3,657,2979,39600,36200,6600,18300,53200,74800,8392,7190,NA,0.17,2011
"12241",5399,"Monmouth County Vocational School District","NJ",1,21,106,36900,35000,4600,16400,55700,72800,3500,34,NA,0.096,2011
"12242",30432,"Brightwood College-Las Vegas","NV",3,224,583,28300,26700,3400,12300,40100,52600,8982,1486,NA,0.136,2011
"12243",7391,"Beauty School of Middletown","NY",3,59,132,22900,18000,2900,8700,30800,49900,5500,127,NA,0.014,2011
"12244",2678,"Bryant & Stratton College-Southtowns","NY",3,417,1344,24100,22300,2600,10100,34700,46900,7634,20356,22887,0.198,2011
"12245",22878,"National Tractor Trailer School Inc-Buffalo","NY",3,96,435,34800,34000,7300,17600,49400,60100,6365,1034,NA,0.086,2011
"12246",21107,"Cleveland Institute of Dental-Medical Assistants-Mentor","OH",3,180,594,22500,21600,5400,12200,32100,39200,9464,1222,NA,0.063,2011
"12247",21107,"Cleveland Institute of Dental-Medical Assistants-Lyndhurst","OH",3,180,594,22500,21600,5400,12200,32100,39200,9464,1222,NA,0.063,2011
"12248",23363,"Knox County Career Center","OH",1,20,101,24700,23800,2300,10800,37200,46000,8444,255,NA,0.161,2011
"12249",7777,"Remington College-Cleveland Campus","OH",2,213,644,25300,22500,4000,11300,35200,50900,9385,3686,25159,0.049,2011
"12250",40513,"Brown Mackie College-Findlay","OH",3,87,422,29100,25200,6200,15200,39500,53800,6334,30193,27704,0.149,2011
"12251",25812,"CC's Cosmetology College","OK",3,70,173,17500,15100,2200,7100,25600,35100,7550,114,NA,0.188,2011
"12252",30226,"Le Cordon Bleu College of Culinary Arts-Portland","OR",3,265,1047,31400,28900,5200,16300,42100,57500,12000,3888,27896,0.136,2011
"12253",30819,"YTI Career Institute-Altoona","PA",3,94,352,29200,26300,6200,15600,39000,54700,7967.5,496,NA,0.121,2011
"12254",13015,"Empire Beauty School-Center City Philadelphia","PA",3,106,200,21600,16900,2300,8600,31500,42600,8100,1182,NA,0.096,2011
"12255",22023,"Sanford-Brown Institute-Monroeville","PA",3,125,496,25900,23200,4000,12500,35000,51500,13663,2316,21579,0.146,2011
"12256",21891,"Centro de Estudios Multidisciplinarios-Humacao","PR",2,493,785,19700,17800,3200,9100,25400,35400,2332.5,304,9338,0.331,2011
"12257",23398,"The Center for Cosmetology Education","TN",3,30,121,20200,16400,4800,10500,27400,39800,6500,142,NA,0.125,2011
"12258",30288,"American National College","TX",3,57,118,16800,13900,2900,7100,24600,32200,6133,230,NA,0.072,2011
"12259",7329,"ITT Technical Institute-San Antonio","TX",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,26007,0.164,2011
"12260",30265,"Remington College-Fort Worth Campus","TX",2,123,552,30200,27200,5600,14100,39300,56900,9189,5375,29878,0.049,2011
"12261",25728,"Vista College-Online","TX",3,80,379,41500,37700,8400,23600,55900,76300,5500,177,NA,0.037,2011
"12262",23344,"Centura College-Newport News","VA",3,517,1819,27100,24500,4500,12400,37100,51000,9500,4514,23696,0.178,2011
"12263",23344,"Centura College-Norfolk","VA",3,517,1819,27100,24500,4500,12400,37100,51000,9500,4514,27183,0.178,2011
"12264",3798,"University of Washington-Bothell Campus","WA",1,898,7208,61300,52100,16200,33700,77600,110400,12500,12019,16924,0.021,2011
"12265",3798,"University of Washington-Tacoma Campus","WA",1,898,7208,61300,52100,16200,33700,77600,110400,12500,12019,17145,0.021,2011
"12266",7578,"Huntington School of Beauty Culture-Main Campus","WV",3,77,177,14300,11400,1400,5500,20500,30900,8500,107,NA,0.309,2011
"12267",30844,"Valley College-Beckley","WV",3,66,133,26000,22100,2600,10700,32000,48900,4775,129,30179,0.261,2011
"12268",23434,"Bellus Academy-Poway","CA",3,67,196,26400,18600,3300,9400,36800,62000,8528,639,NA,0.043,2011
"12269",30199,"Capstone College","CA",3,98,215,29000,28500,5300,14800,41100,48500,5500,87,NA,0.107,2011
"12270",26023,"Central Coast College","CA",3,66,242,33600,35100,5700,16300,45000,57400,4784,384,NA,0.133,2011
"12271",7329,"ITT Technical Institute-Torrance","CA",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,25676,0.164,2011
"12272",30359,"National Aviation Academy of Tampa Bay","FL",3,54,292,50600,46600,10200,27800,66100,90000,22000,808,NA,0.181,2011
"12273",26164,"Sanford-Brown Institute-Tampa","FL",3,353,1402,30800,28300,4700,14100,42600,59400,9500,6813,22685,0.145,2011
"12274",30285,"Lawton Career Institute-Oak Park","MI",3,51,129,18400,15200,3400,9000,27600,34900,4990,145,NA,0.083,2011
"12275",21263,"Madison Oneida BOCES-Practical Nursing Program","NY",1,26,129,32500,30900,6500,20900,43600,57100,3099,77,NA,0.142,2011
"12276",26047,"Center for Advanced Legal Studies","TX",3,62,197,34600,31600,4600,15300,49600,66600,12050,349,NA,0.104,2011
"12277",30265,"Remington College-Houston Campus","TX",2,123,552,30200,27200,5600,14100,39300,56900,9189,5375,24330,0.049,2011
"12278",31291,"Fond du Lac Tribal and Community College","MN",1,88,347,29600,25900,3900,13600,42800,58200,6305,1002,16801,0.185,2011
"12279",23608,"Provo College","UT",3,157,415,27400,23700,3300,11700,39000,54200,12167,915,21775,0.132,2011
"12280",25318,"Paul Mitchell the School-Provo","UT",3,145,292,23600,16900,2500,8400,33400,51800,10556,594,NA,0.123,2011
"12281",20988,"University of Phoenix-Utah","UT",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,27312,0.179,2011
"12282",30306,"Utah College of Massage Therapy-Salt Lake City","UT",3,675,1926,28100,24900,3600,11200,39900,55200,7999.5,3466,NA,0.127,2011
"12283",23328,"CET-Coachella","CA",2,644,1853,24000,21600,4100,10700,33400,45700,4709,4217,NA,0.147,2011
"12284",23328,"CET-Oxnard","CA",2,644,1853,24000,21600,4100,10700,33400,45700,4709,4217,NA,0.147,2011
"12285",23328,"CET-Santa Maria","CA",2,644,1853,24000,21600,4100,10700,33400,45700,4709,4217,NA,0.147,2011
"12286",23328,"CET-Rancho Temecula","CA",2,644,1853,24000,21600,4100,10700,33400,45700,4709,4217,NA,0.147,2011
"12287",21256,"Michigan College of Beauty-Troy","MI",3,77,210,20200,15900,2200,7700,27800,41500,6333,435,NA,0.135,2011
"12288",22305,"Ogle School Hair Skin Nails-Dallas","TX",3,123,298,23800,17900,3400,9800,32600,47000,7611.5,1204,NA,0.122,2011
"12289",4673,"Baker College of Port Huron","MI",2,2525,8970,30800,26500,5000,13500,42100,60500,7000,36869,17352,0.096,2011
"12290",12921,"Empire Beauty School-Hyannis","MA",3,118,340,23700,19400,2900,8700,35600,47500,6222,653,NA,0.116,2011
"12291",7814,"Brookstone College-Greensboro","NC",3,108,522,28000,28000,8300,16700,36800,46300,6904,571,NA,0.093,2011
"12292",22119,"Cheeks International Academy of Beauty Culture-Fort Collins","CO",3,30,100,18500,14900,1600,5300,26500,35500,7003,249,NA,0.111,2011
"12293",22119,"Cheeks International Academy of Beauty Culture-Greeley","CO",3,30,100,18500,14900,1600,5300,26500,35500,7003,249,NA,0.111,2011
"12294",30121,"Remington College-Colorado Springs Campus","CO",2,671,2684,30100,28300,5500,15100,40300,54900,9385,280,25168,0.032,2011
"12295",7548,"Westwood College-Aurora Campus","CO",3,588,2668,39100,35000,7700,18900,53500,74200,19000,3815,23571,0.126,2011
"12296",21676,"Kaplan College-Denver","CO",3,71,318,45200,42700,8800,25600,61100,78400,9289.5,346,NA,0.112,2011
"12297",7329,"ITT Technical Institute-San Bernardino","CA",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,25288,0.164,2011
"12298",25703,"Los Angeles ORT College-Van Nuys Campus","CA",2,576,1241,29700,22900,4600,10400,39400,63700,5908,436,NA,0.111,2011
"12299",23122,"Texas School of Business-Southwest","TX",3,619,2232,24700,23100,5400,13200,34100,44200,9200,2795,NA,0.173,2011
"12300",20988,"University of Phoenix-Puerto Rico","PR",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,23232,0.179,2011
"12301",30541,"Royale College of Beauty","CA",3,53,124,20900,17200,2300,7900,29000,46700,6638,121,NA,0.101,2011
"12302",30623,"Westech College","CA",3,65,160,28500,26200,4900,12200,40800,54200,9018,1368,NA,0.144,2011
"12303",2937,"King's College","NC",3,66,402,27600,27800,6900,16800,35200,45400,11095,812,25174,0.044,2011
"12304",26142,"Miller-Motte Technical College-Clarksville","TN",3,356,1225,26400,22800,4000,11200,36400,52900,9000,7700,19290,0.066,2011
"12305",32723,"Brightwood College-Dallas","TX",3,45,240,48500,46900,7900,28900,62500,82000,8548,2207,NA,0.186,2011
"12306",30618,"Star College of Cosmetology 2","TX",3,61,142,19300,16000,4500,8000,25800,35800,2914,87,NA,0.112,2011
"12307",3574,"Southwest Collegiate Institute for the Deaf","TX",1,210,984,33100,29200,5700,15700,45300,64300,3500,1276,9838,0.169,2011
"12308",23427,"Fortis College-Richmond","VA",3,128,395,28400,25600,3800,13100,39200,54800,8899.5,1388,22856,0.071,2011
"12309",25732,"La Belle Beauty Academy","FL",3,129,250,14900,12500,2500,6700,18700,30600,3500,450,NA,0.103,2011
"12310",5258,"Hawaii Community College","HI",1,182,430,30600,27600,5000,14700,39400,60500,4535,611,12037,0.194,2011
"12311",7387,"Long Island Beauty School-Hauppauge","NY",3,70,178,23500,19400,2600,8300,35900,46900,5500,481,NA,0.067,2011
"12312",10860,"Greater Altoona Career & Technology Center","PA",1,46,171,29100,28700,7000,18600,38700,51600,9500,215,NA,0.101,2011
"12313",22356,"Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program","NY",1,17,106,32200,33400,9600,22000,41600,51200,9500,180,NA,0.148,2011
"12314",21732,"Empire Beauty School-Brooklyn","NY",3,253,625,24100,16900,3400,9200,33300,50500,7167,1706,NA,0.079,2011
"12315",33803,"Star Career Academy-Philadelphia","PA",3,38,129,32500,31700,4400,15000,43600,59900,8151,3723,NA,0.173,2011
"12316",12891,"Antonelli College-Hattiesburg","MS",3,200,778,24400,22700,5300,13600,32800,44400,9500,2274,25885,0.186,2011
"12317",2651,"Eastern New Mexico University-Ruidoso Campus","NM",1,502,1970,33800,30200,6800,16700,44300,64300,6564,2503,11593,0.144,2011
"12318",25842,"Newbridge College-Santa Ana","CA",3,130,455,36800,33300,5400,14700,49100,69500,8971,949,NA,0.142,2011
"12319",25654,"Kaplan College-Stockton","CA",3,258,596,25700,24400,3300,11700,36100,48700,7822,733,NA,0.104,2011
"12320",30764,"The Bryman School of Arizona","AZ",3,874,3482,28700,27700,5300,14500,38900,52400,8150,5179,NA,0.071,2011
"12321",31563,"Estrella Mountain Community College","AZ",1,240,832,33300,30800,6200,15600,44400,63200,4500,3487,11654,0.138,2011
"12322",30838,"Heartland Community College","IL",1,169,785,31900,27900,5900,15400,43200,60100,3500,1289,9973,0.153,2011
"12323",1571,"Georgia Military College-Augusta Campus","GA",1,238,1379,35000,31300,9000,17200,47200,65400,3819,5041,13216,0.128,2011
"12324",1571,"Georgia Military College-Valdosta Campus","GA",1,238,1379,35000,31300,9000,17200,47200,65400,3819,5041,11690,0.128,2011
"12325",1571,"Georgia Military College-Atlanta Campus","GA",1,238,1379,35000,31300,9000,17200,47200,65400,3819,5041,12865,0.128,2011
"12326",1571,"Georgia Military College-Warner Robins Campus","GA",1,238,1379,35000,31300,9000,17200,47200,65400,3819,5041,11963,0.128,2011
"12327",32183,"University of the Potomac-Washington DC Campus","DC",3,35,213,66000,65400,14400,37100,91900,113000,14382,453,22122,0.232,2011
"12328",21160,"Sanford-Brown Institute-Ft Lauderdale","FL",3,766,2973,30100,27200,5900,14600,39700,59400,9500,15349,22910,0.138,2011
"12329",30116,"Fortis Institute-Scranton","PA",3,113,319,23000,21200,2500,8900,31300,47700,7414.5,572,29081,0.081,2011
"12330",22482,"Milan Institute of Cosmetology-Amarillo","TX",3,42,116,23200,18900,3300,8800,29500,43800,9500,3208,NA,0.203,2011
"12331",31085,"Everglades University","FL",2,33,191,51800,41500,7900,21200,63700,99400,18625,1043,21627,0.102,2011
"12332",9621,"Herzing University-Winter Park","FL",3,49,418,44100,42300,12300,26100,58400,77200,7719,8486,25985,0.084,2011
"12333",30086,"Florida College of Natural Health-Pompano Beach","FL",3,394,1204,28000,24300,2900,10600,39600,55900,7900,1874,NA,0.172,2011
"12334",4617,"National College-Nashville","TN",3,55,157,22300,22000,3500,10100,30800,40000,14737,1876,21480,0.046,2011
"12335",34224,"College of Biblical Studies-Houston","TX",2,33,134,49700,46700,9200,27000,70000,92600,6606.5,196,14910,0.144,2011
"12336",30106,"Virginia College-Pensacola","FL",3,836,3192,30500,26400,5900,14700,40400,58300,9500,29441,21166,0.151,2011
"12337",21890,"Mid-EastCTC-Adult Education","OH",1,22,127,31400,29100,6000,14300,41400,58300,6275,368,NA,0.155,2011
"12338",1499,"Everest University-South Orlando","FL",3,804,3059,28200,25300,5000,13700,38100,53200,5500,33210,26417,0.093,2011
"12339",21385,"Rensselaer BOCES-Practical Nursing Program","NY",1,23,122,36200,36900,8600,20900,49600,60200,9500,110,NA,0.181,2011
"12340",4666,"The Salter School-Tewksbury Campus","MA",3,120,414,30500,28200,6500,14800,40300,55600,6828,4023,NA,0.07,2011
"12341",25693,"Sanford-Brown College-Collinsville","IL",3,40,189,34600,29000,9200,19700,45000,62300,9500,8614,22736,0.183,2011
"12342",31281,"College of Health Care Professions-Northwest","TX",3,131,550,29500,27100,8100,15500,39300,54500,6852,1710,NA,0.167,2011
"12343",30888,"Watkins College of Art Design & Film","TN",2,17,127,33700,30100,8300,18400,46400,61100,12875,194,28581,0.043,2011
"12344",35424,"Copper Mountain Community College","CA",1,188,319,32400,26500,4400,14100,45600,67900,7672.5,310,12878,0.16,2011
"12345",25536,"Diversified Vocational College","CA",3,286,435,21100,17200,3400,8200,28500,43500,3500,130,NA,0,2011
"12346",26128,"Los Angeles Recording School","CA",3,115,347,36400,30900,3200,11900,49000,76300,5500,76,NA,0.107,2011
"12347",31133,"UEI College-Fresno","CA",3,73,205,31800,29100,4500,12500,43300,62600,9495,1164,NA,0.124,2011
"12348",31287,"Mt Sierra College","CA",3,132,584,48100,43800,8500,24700,65300,91200,7164,614,37429,0.06,2011
"12349",12873,"Wyotech-Long Beach","CA",3,738,2124,29800,26000,4300,12700,40400,59000,9500,5089,31536,0.096,2011
"12350",31136,"Southern California Institute of Technology","CA",3,176,404,34500,29500,5200,14300,49600,68500,9500,742,27529,0.091,2011
"12351",31081,"Summit College","CA",3,210,670,31300,28100,4800,13500,43800,60100,9500,2156,NA,0.22,2011
"12352",34274,"Career Colleges of America","CA",3,177,437,22900,19500,3400,9900,32600,45200,9223,2161,NA,0.104,2011
"12353",8939,"Cannella School of Hair Design-Blue Island","IL",3,41,115,16600,13800,2000,9300,21200,34000,3500,92,NA,0.1,2011
"12354",33326,"Delta College Inc","LA",3,44,144,23600,20300,6500,12200,32900,43900,4275,621,NA,0.056,2011
"12355",10148,"Colorado Technical University-Sioux Falls","SD",3,167,1125,53500,44100,11800,26000,71400,101900,7652,39447,27258,0.132,2011
"12356",24915,"Southwest University of Visual Arts-Albuquerque","NM",3,89,342,29000,27500,5800,15400,38300,54100,21831,303,46544,0.149,2011
"12357",22246,"Tri-State Cosmetology Institute","TX",3,79,255,17200,14500,3400,9800,22600,32400,2038.5,244,NA,0.142,2011
"12358",3313,"Widener University-Commonwealth Law School","PA",2,104,1179,55900,51700,16600,34000,70700,92200,16955.5,2076,NA,0.031,2011
"12359",20744,"Frontier Community College","IL",1,36,170,28000,22900,4300,14700,37500,54400,3700,155,7372,0.14,2011
"12360",9786,"Lincoln Trail College","IL",1,35,288,35900,31500,6600,16600,49600,67900,3500,187,6628,0.097,2011
"12361",1779,"Wabash Valley College","IL",1,63,316,34700,28900,3100,13400,44800,63400,3500,105,6925,0.09,2011
"12362",22188,"Brookline College-Tempe","AZ",3,700,1975,24100,22300,3300,11200,33200,44000,9034,6537,NA,0.077,2011
"12363",4673,"Baker College of Auburn Hills","MI",2,2525,8970,30800,26500,5000,13500,42100,60500,7000,36869,17496,0.096,2011
"12364",4673,"Baker College of Clinton Township","MI",2,2525,8970,30800,26500,5000,13500,42100,60500,7000,36869,17038,0.096,2011
"12365",3938,"Inter American University of Puerto Rico-School of Optometry","PR",2,8352,17236,23500,20000,4100,11300,30800,44200,4500,16073,NA,0.208,2011
"12366",25997,"Vatterott College-Springfield","MO",3,893,3344,32400,28700,5600,14900,44700,61500,16441.5,8610,22424,0.143,2011
"12367",25997,"Vatterott College-Joplin","MO",3,893,3344,32400,28700,5600,14900,44700,61500,16441.5,8610,22824,0.143,2011
"12368",25997,"Vatterott College-Kansas City","MO",3,893,3344,32400,28700,5600,14900,44700,61500,16441.5,8610,21913,0.143,2011
"12369",31004,"Coconino Community College","AZ",1,103,401,32800,29100,5500,13800,43600,64900,4500,1167,14521,0.149,2011
"12370",21160,"Sanford-Brown College-Houston","TX",3,766,2973,30100,27200,5900,14600,39700,59400,9500,15349,23934,0.138,2011
"12371",26164,"Sanford-Brown Institute-Jacksonville","FL",3,353,1402,30800,28300,4700,14100,42600,59400,9500,6813,22793,0.145,2011
"12372",26150,"Sanford-Brown College-Dallas","TX",3,225,1046,36800,32700,7900,18400,49700,70200,9500,3878,24623,0.104,2011
"12373",4673,"Baker College of Cadillac","MI",2,2525,8970,30800,26500,5000,13500,42100,60500,7000,36869,17942,0.096,2011
"12374",22171,"Pima Medical Institute-Denver","CO",3,1041,3513,29200,27600,4300,14300,39100,53300,7500,12935,NA,0.059,2011
"12375",30542,"Fortis College-Miami","FL",3,149,598,25600,23700,6300,13100,34700,46000,8450,933,18239,0.079,2011
"12376",30955,"ASA College","NY",3,821,2674,30600,26400,5700,12700,41600,59700,9500,6556,27297,0.19,2011
"12377",10168,"Nationwide Beauty Academy","OH",3,98,360,22300,19600,4300,11000,31100,43600,7125,171,NA,0.087,2011
"12378",30353,"Southern Careers Institute-Corpus Christi","TX",3,617,2184,22100,20300,3800,11300,29700,39300,5500,4515,NA,0.224,2011
"12379",20988,"University of Phoenix-Southern Arizona Campus","AZ",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,27312,0.179,2011
"12380",20988,"University of Phoenix-Colorado Campus","CO",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,26075,0.179,2011
"12381",20988,"University of Phoenix-New Mexico","NM",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,25544,0.179,2011
"12382",20988,"University of Phoenix-Bay Area Campus","CA",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,28050,0.179,2011
"12383",20988,"University of Phoenix-Southern California Campus","CA",3,8072,55613,60500,53400,13300,32300,79600,110100,7149,362419,28193,0.179,2011
"12384",30837,"Galen College of Nursing-Tampa Bay","FL",3,97,464,36800,35200,7200,19400,50100,62800,14750,3390,NA,0.095,2011
"12385",30837,"Galen College of Nursing-San Antonio","TX",3,97,464,36800,35200,7200,19400,50100,62800,14750,3390,NA,0.095,2011
"12386",30792,"Westwood College-Dupage","IL",3,55,300,34200,29800,6200,14900,46400,64900,13001,1898,26999,0.111,2011
"12387",25909,"Wright Career College","KS",2,514,1237,20500,17900,2400,7900,29800,40300,9500,3791,15010,0.099,2011
"12388",9313,"Daymar College-Louisville","KY",3,137,373,25600,22100,3500,11300,35300,49200,9500,2882,31151,0.145,2011
"12389",25693,"Sanford-Brown College-Hazelwood","MO",3,40,189,34600,29000,9200,19700,45000,62300,9500,8614,20755,0.183,2011
"12390",30821,"Myotherapy College of Utah","UT",3,50,132,28100,22200,2900,11700,39300,60600,7490,113,NA,0.115,2011
"12391",30024,"Graham Webb International Academy of Hair","VA",3,26,122,37100,31400,5800,14400,52100,71300,9500,220,NA,0.013,2011
"12392",25154,"City College-Gainesville","FL",2,262,893,29600,26400,5400,14800,39300,55500,12135,2041,27609,0.117,2011
"12393",23166,"Connecticut Center for Massage Therapy-Westport","CT",3,71,326,34500,27300,5000,11500,48900,71600,10350,735,NA,0.087,2011
"12394",7329,"ITT Technical Institute-Jacksonville","FL",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,27037,0.164,2011
"12395",20767,"Empire Beauty School-Malden","MA",3,88,232,23500,18500,4200,9600,33000,46000,6222,337,NA,0.122,2011
"12396",4646,"Minnesota School of Business-Brooklyn Center","MN",3,217,1274,37700,35700,7400,20900,50100,67900,14125,6971,31250,0.08,2011
"12397",7329,"ITT Technical Institute-Omaha","NE",3,551,3365,42300,38400,8900,22500,56000,77000,6334,70327,26825,0.164,2011
"12398",9621,"Omaha School of Massage and Healthcare of Herzing University","NE",3,49,418,44100,42300,12300,26100,58400,77200,7719,8486,28246,0.084,2011
"12399",26105,"Xenon International Academy-Omaha","NE",3,31,110,25900,23000,6500,12800,35900,46400,12000,348,NA,0.024,2011
"12400",21836,"Capri Institute of Hair Design-Kenilworth","NJ",3,49,139,28900,22300,3800,9500,38700,56300,6333,275,NA,0.094,2011
"12401",25227,"Eastland-Fairfield Career and Technical Schools","OH",1,37,135,26400,25100,3100,14900,32700,49600,6333,270,NA,0.104,2011
"12402",23542,"Scioto County Career Technical Center","OH",1,64,198,28900,26100,4500,13500,38400,57000,6692,308,NA,0.132,2011
"12403",22859,"University of Cosmetology Arts & Sciences-Harlingen","TX",3,181,545,18800,15200,4300,9500,24000,36000,5975,698,NA,0.234,2011
"12404",22033,"Gene Juarez Academy of Beauty-Federal Way","WA",3,103,336,28200,26500,3900,11300,38600,55000,10518.5,824,NA,0.123,2011
"12405",23321,"Empire Beauty School-Appleton","WI",3,34,197,19000,16700,2400,7700,26000,36900,9833,543,NA,0.082,2011
"12406",30776,"Empire Beauty School-Green Bay","WI",3,36,133,17000,13800,1600,6900,23500,35900,7871,707,NA,0.139,2011
"12407",40513,"Brown Mackie College-Fort Wayne","IN",3,87,422,29100,25200,6200,15200,39500,53800,6334,30193,28558,0.149,2011
"12408",34503,"B Street Design School of Internationl Hair Styling-Wichita","KS",3,61,195,21900,18800,5000,10400,29200,41600,9500,658,NA,0.081,2011
